City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,xilin hot,43.9667,116.0333,23.04,37,83,5.6,CN,1720084642
281,soligalich,59.0778,42.2864,26.0,46,14,2.04,RU,1720084645
282,hikari,33.955,131.95,29.99,88,37,2.0,JP,1720084646
283,viedma,-40.8135,-62.9967,4.63,41,7,7.92,AR,1720084648
284,namdrik,5.5994,168.1028,26.04,87,100,7.44,MH,1720084649
285,raja,8.4596,25.678,31.52,46,96,2.36,SS,1720084651
286,nikolayevsk-on-amure,53.1406,140.73,24.37,59,27,2.45,RU,1720084653
287,sogndal,61.2283,7.1003,15.21,66,100,2.57,NO,1720084654
288,caleta de carquin,-11.0925,-77.6267,16.85,86,100,2.16,PE,1720084656
289,anjiang,27.3194,110.1031,32.89,58,71,4.48,CN,1720084659
290,mount pearl,47.5166,-52.7813,11.29,99,75,0.0,CA,1720084660
291,fuglafjordur,62.244,-6.814,10.26,84,100,6.32,FO,1720084662
292,dudinka,69.4058,86.1778,15.63,64,98,3.54,RU,1720084663
293,nova zagora,42.4833,26.0167,27.15,36,91,1.22,BG,1720084665
294,quelimane,-17.8786,36.8883,26.85,56,5,0.91,MZ,1720084666
295,kemijarvi,66.7131,27.4306,17.11,65,96,3.41,FI,1720084668
296,leo,11.1,-2.1,23.78,85,98,5.19,BF,1720084669
297,port mathurin,-19.6833,63.4167,22.27,66,6,9.42,MU,1720084671
298,amga,60.8953,131.9608,19.65,36,83,4.7,RU,1720084672
299,uturoa,-16.7333,-151.4333,26.58,74,10,10.03,PF,1720084674
300,lihue,21.9789,-159.3672,24.77,85,75,7.72,US,1720084675
301,azacualpa,15.3433,-88.5514,24.36,100,54,0.88,HN,1720084677
302,thompson,55.7435,-97.8558,5.09,100,40,0.0,CA,1720084678
303,la passe,45.5549,-0.8967,19.13,75,18,5.95,FR,1720084680
304,moree,-29.4667,149.85,13.34,52,2,5.39,AU,1720084681
305,kone,-21.0595,164.8658,19.84,92,10,2.42,NC,1720084683
306,prado,-17.3411,-39.2208,20.48,80,0,1.33,BR,1720084685
307,hanko,59.8333,22.95,17.69,75,100,9.83,FI,1720084686
308,tidjikja,18.5564,-11.4271,26.58,43,100,5.0,MR,1720084688
309,hono,57.6897,11.6497,15.27,94,95,12.76,SE,1720084689
310,nuuk,64.1835,-51.7216,7.34,76,0,3.6,GL,1720084610
311,mwene-ditu,-7.0,23.45,29.79,22,63,3.75,CD,1720084692
312,aasiaat,68.7098,-52.8699,2.52,83,5,4.1,GL,1720084693
313,necochea,-38.5473,-58.7368,6.05,49,2,7.93,AR,1720084695
314,aromashevo,56.8602,68.6375,24.74,60,30,1.6,RU,1720084696
315,faro,37.0194,-7.9322,26.88,65,0,1.54,PT,1720084698
316,payson,40.0444,-111.7321,16.72,48,0,2.57,US,1720084700
317,thunder bay,48.4001,-89.3168,14.99,94,40,2.57,CA,1720084701
318,sinazongwe,-17.2614,27.4618,22.71,40,1,1.91,ZM,1720084703
319,seka,17.9285,103.9552,31.36,63,100,3.03,TH,1720084704
320,thai binh,20.45,106.3333,31.5,66,62,6.12,VN,1720084706
321,yorkton,51.2167,-102.4677,14.91,88,40,3.09,CA,1720084707
322,greymouth,-42.4667,171.2,2.91,88,11,2.04,NZ,1720084709
323,nemuro,43.3236,145.575,14.25,98,36,4.95,JP,1720084710
324,amarante do maranhao,-5.5667,-46.7422,20.06,70,4,1.69,BR,1720084712
325,cambui,-22.6122,-46.0575,13.43,78,0,0.58,BR,1720084713
326,sarankhola,22.3082,89.7897,31.38,69,99,4.59,BD,1720084715
327,la'ie,21.6477,-157.9253,25.98,83,61,2.68,US,1720084716
328,madang,-5.2246,145.7966,26.06,87,96,0.86,PG,1720084718
329,ongjin,37.9347,125.3619,22.47,94,100,5.06,KP,1720084719
330,kruisfontein,-34.0033,24.7314,16.05,66,80,9.62,ZA,1720084721
331,constantia,44.1833,28.65,26.5,45,79,4.5,RO,1720084722
332,happy valley-goose bay,53.3168,-60.3315,18.17,72,100,5.14,CA,1720084724
333,juan griego,11.0817,-63.9655,26.07,100,99,4.63,VE,1720084725
334,whitehorse,60.7161,-135.0538,12.43,71,75,4.63,CA,1720084727
335,jijel,36.8205,5.7667,27.97,36,0,3.09,DZ,1720084728
336,pemangkat,1.1667,108.9667,29.19,74,37,4.09,ID,1720084730
337,flin flon,54.7682,-101.865,11.05,78,31,1.77,CA,1720084731
338,mejit,10.2753,170.8646,27.79,80,100,5.49,MH,1720084734
339,bubaque,11.2833,-15.8333,26.84,80,77,7.19,GW,1720084736
340,tobol'sk,58.2,68.2667,28.08,50,100,2.16,RU,1720084737
341,hotan,37.0997,79.9269,36.59,12,0,1.88,CN,1720084739
342,saldanha,-33.0117,17.9442,15.1,69,0,4.49,ZA,1720084740
343,ulysses,37.5814,-101.3552,18.02,88,0,4.12,US,1720084742
344,sedhiou,12.7081,-15.5569,27.21,75,95,4.31,SN,1720084745
345,libertador general san martin,-23.8064,-64.7876,14.43,77,0,1.04,AR,1720084746
346,pucallpa,-8.3791,-74.5539,22.02,100,40,1.03,PE,1720084748
347,pimentel,-6.8367,-79.9342,20.16,73,100,2.06,PE,1720084749
348,egilsstadir,65.2653,-14.3948,6.95,93,100,3.09,IS,1720084751
349,hithadhoo,-0.6,73.0833,29.36,72,100,4.52,MV,1720084753
350,ebon,4.582,168.6964,26.29,80,100,4.02,MH,1720084754
351,katsuren-haebaru,26.3369,127.8719,31.89,73,0,3.6,JP,1720084756
352,sao vicente,-23.9631,-46.3919,23.48,69,4,2.01,BR,1720084757
353,kavaratti,10.5669,72.642,28.37,84,100,7.1,IN,1720084759
354,monitos,8.25,-76.05,23.54,92,98,1.41,CO,1720084760
355,al khums,32.6486,14.2619,26.46,55,0,6.48,LY,1720084762
356,szentgotthard,46.9526,16.2736,23.35,57,46,1.29,HU,1720084765
357,koluszki,51.7387,19.8199,20.61,56,16,2.74,PL,1720084766
358,ta`u,-14.2336,-169.5144,27.4,76,26,10.1,AS,1720084768
359,geraldton,-28.7667,114.6,17.23,51,0,5.66,AU,1720084769
360,phetchabun,16.25,101.0833,33.15,77,100,2.42,TH,1720084771
361,tulu bolo,8.6667,38.2167,22.23,55,17,3.2,ET,1720084772
362,vanino,49.0869,140.2543,21.14,95,100,2.6,RU,1720084774
363,natal,-5.795,-35.2094,22.36,100,40,2.06,BR,1720084679
364,metlili chaamba,32.2667,3.6333,32.52,21,0,2.06,DZ,1720084777
365,pangody,65.85,74.4859,25.75,43,84,3.37,RU,1720084778
366,itaituba,-4.2761,-55.9836,22.3,86,51,1.03,BR,1720084780
367,worland,44.0169,-107.9554,10.34,87,20,0.0,US,1720084781
368,kakching,24.4833,93.9833,28.88,87,100,1.21,IN,1720084783
369,mahur,25.1667,93.1167,27.35,70,100,2.33,IN,1720084784
370,brisas de zicatela,15.8369,-97.0419,26.11,86,97,4.37,MX,1720084786
371,tomislavgrad,43.7181,17.2267,19.89,56,36,3.46,BA,1720084787
372,rio claro,-22.4114,-47.5614,14.36,60,0,1.74,BR,1720084789
373,marion,39.7684,-86.1555,24.29,91,100,1.54,US,1720084502
374,aykhal,66.0,111.5,18.21,32,13,4.64,RU,1720084792
375,saint-philippe,-21.3585,55.7679,22.77,80,81,6.4,RE,1720084793
376,gillette,44.2911,-105.5022,10.53,79,54,1.34,US,1720084795
377,sinabang,2.4803,96.3801,30.2,63,75,0.41,ID,1720084796
378,tazacorte,28.629,-17.9293,21.54,86,75,6.69,ES,1720084798
379,whakatane,-37.9585,176.9854,6.95,96,7,2.55,NZ,1720084799
380,ginir,7.1333,40.7,24.33,42,65,3.94,ET,1720084801
381,crucecita,-28.95,-58.9833,14.37,68,100,5.16,AR,1720084802
382,kuanda,56.3161,116.0806,26.5,54,46,4.64,RU,1720084805
383,dryden,49.7833,-92.7503,14.16,100,100,1.03,CA,1720084807
384,pingshan,22.9938,114.7131,32.5,59,7,3.57,CN,1720084808
385,mugia,43.1041,-9.2179,22.87,84,70,8.88,ES,1720084810
386,khambhat,22.3,72.6167,33.7,60,100,5.29,IN,1720084811
387,egletons,45.4034,2.0507,14.4,99,100,1.62,FR,1720084813
388,zemio,5.0314,25.1361,31.64,51,19,1.75,CF,1720084815
389,isangel,-19.55,169.2667,22.06,83,20,0.0,VU,1720084816
390,okhotsk,59.3833,143.3,13.17,77,39,3.82,RU,1720084818
391,belaya kholunitsa,58.84,50.8528,32.8,36,10,3.84,RU,1720084819
392,srinagar,34.0833,74.8167,34.2,30,0,2.52,IN,1720084821
393,nguigmi,14.2495,13.1092,33.76,40,61,6.73,NE,1720084822
394,mossel bay,-34.1831,22.146,16.96,61,3,7.49,ZA,1720084824
395,colonia menno,-22.3667,-59.8167,18.29,49,0,3.11,PY,1720084825
396,bani walid,31.7566,13.9942,29.35,30,0,2.05,LY,1720084828
397,the pas,53.8251,-101.2541,16.01,94,100,1.54,CA,1720084830
398,sabzevar,36.2126,57.6819,36.6,12,20,6.17,IR,1720084831
399,sandnessjoen,66.0217,12.6316,17.06,55,75,4.12,NO,1720084833
400,ostersund,63.1792,14.6357,13.25,96,75,6.17,SE,1720084834
401,timbuktu,16.7735,-3.0074,31.18,52,10,5.49,ML,1720084836
402,hopa,41.406,41.4379,28.46,52,0,1.96,TR,1720084837
403,chazuta,-6.5742,-76.1367,20.89,89,35,0.19,PE,1720084839
404,susuman,62.7833,148.1667,21.1,42,65,0.29,RU,1720084840
405,formosa do rio preto,-11.0483,-45.1931,15.18,49,0,0.59,BR,1720084842
406,nsanje,-16.92,35.262,29.58,38,5,0.83,MW,1720084843
407,tubarjal,30.4999,38.216,35.2,13,0,3.35,SA,1720084845
408,ataq,14.5377,46.8319,35.89,16,19,3.45,YE,1720084846
409,syzran',53.1585,48.4681,33.37,36,32,4.33,RU,1720084848
410,kaka,37.3482,59.6143,37.91,10,21,3.25,TM,1720084849
411,jayapura,-2.5333,140.7,27.66,84,99,3.2,ID,1720084851
412,port moresby,-9.4431,147.1797,26.68,83,40,5.14,PG,1720084652
413,seven pagodas,12.6264,80.1722,35.05,59,100,7.16,IN,1720084854
414,kamikawa,43.84,142.7711,24.15,88,46,1.29,JP,1720084855
415,bengbu,32.9408,117.3608,29.47,75,93,5.2,CN,1720084857
416,daru,-9.0763,143.2092,25.21,90,99,8.13,PG,1720084858
417,frutal,-20.0247,-48.9406,16.83,48,0,2.61,BR,1720084860
418,launceston,-41.45,147.1667,3.42,93,0,1.03,AU,1720084861
419,jumla,29.2747,82.1838,22.95,58,94,2.26,NP,1720084863
420,mitu,1.1983,-70.1733,21.14,99,41,0.27,CO,1720084864
421,chibougamau,49.9168,-74.3659,16.79,94,40,4.12,CA,1720084866
422,acarau,-2.8856,-40.12,24.86,80,99,6.24,BR,1720084867
423,spisska nova ves,48.9446,20.5615,21.61,55,12,0.44,SK,1720084869
424,wafangdian,39.6183,122.0081,19.38,97,100,3.14,CN,1720084870
425,haapavesi,64.1333,25.3667,20.29,63,23,3.13,FI,1720084872
426,chernomorskoye,45.5039,32.6997,25.56,68,69,3.97,UA,1720084873
427,saurimo,-9.6608,20.3916,27.2,22,92,3.72,AO,1720084875
428,upington,-28.4478,21.2561,12.21,54,20,1.54,ZA,1720084876
429,port alfred,-33.5906,26.891,17.32,56,17,6.71,ZA,1720084878
430,motueka,-41.1333,173.0167,5.05,88,4,1.71,NZ,1720084879
431,antsiranana,-12.2787,49.2917,30.42,45,20,8.23,MG,1720084881
432,yarmouth,41.7057,-70.2286,20.03,91,0,3.6,US,1720084882
433,galveston,29.3669,-94.9669,28.31,87,27,3.98,US,1720084885
434,nar'yan-mar,67.6713,53.087,14.07,88,40,12.69,RU,1720084887
435,tateyama,34.9833,139.8667,26.95,83,0,3.2,JP,1720084888
436,kuta,-8.7233,115.1723,27.97,78,40,9.77,ID,1720084890
437,lazaro cardenas,17.9583,-102.2,24.62,88,31,2.3,MX,1720084891
438,safi,32.1667,-8.8333,25.44,48,2,1.51,MA,1720084893
439,regina,50.4501,-104.6178,14.46,90,75,3.09,CA,1720084590
440,de aar,-30.6497,24.0123,7.84,50,0,2.79,ZA,1720084897
441,cannonvale,-20.2833,148.7,20.66,81,24,9.35,AU,1720084899
442,charters towers,-20.1,146.2667,20.9,63,100,4.53,AU,1720084902
443,bokovskaya,49.229,41.8306,34.87,20,67,5.45,RU,1720084904
444,arar,30.9753,41.0381,38.01,10,0,0.0,SA,1720084905
445,zeya,53.75,127.2667,25.01,58,100,0.85,RU,1720084907
446,sirte,31.2089,16.5887,26.91,60,0,5.78,LY,1720084908
447,ketchikan,55.3422,-131.6461,10.99,100,0,0.0,US,1720084910
448,horodnytsya,50.807,27.3168,19.03,84,100,2.72,UA,1720084911
449,lompoc,34.6391,-120.4579,13.23,100,0,0.0,US,1720084913
450,sumter,28.7086,-82.0831,25.05,92,39,1.82,US,1720084914
451,popondetta,-8.7537,148.2534,23.81,94,100,0.71,PG,1720084916
452,ciudad lazaro cardenas,17.9583,-102.2,24.62,88,31,2.3,MX,1720084917
453,pacific grove,36.6177,-121.9166,16.12,90,0,0.0,US,1720084919
454,kerema,-7.9631,145.7785,26.22,91,99,4.92,PG,1720084920
455,sinan,34.8262,126.1086,28.06,97,18,8.93,KR,1720084922
456,blackwater,-23.5833,148.8833,17.41,67,100,4.65,AU,1720084923
457,malvan,16.0667,73.4667,28.33,81,100,6.58,IN,1720084925
458,guangyuan,32.442,105.823,29.59,63,74,3.55,CN,1720084926
459,saudarkrokur,65.7461,-19.6394,7.53,92,99,6.67,IS,1720084928
460,three points,32.0767,-111.3137,30.74,58,99,1.75,US,1720084929
461,bardsir,29.9227,56.5743,34.72,15,48,2.39,IR,1720084931
462,bellmere,-27.0875,152.923,15.93,61,44,2.87,AU,1720084932
463,tralee,52.2704,-9.7026,14.14,77,75,7.2,IE,1720084934
464,monteagudo,-19.8167,-63.9833,11.71,86,0,1.01,BO,1720084935
465,khabarovsk,48.4808,135.0928,28.89,65,0,4.0,RU,1720084937
466,priob'ye,62.5206,65.5964,33.66,31,6,6.82,RU,1720084938
467,gangapur,26.4833,76.7167,27.68,83,100,4.14,IN,1720084940
468,gusinje,42.5638,19.8333,18.54,60,84,1.69,ME,1720084941
469,christchurch,-43.5333,172.6333,2.75,89,64,0.33,NZ,1720084943
470,villetaneuse,48.9645,2.3444,19.72,67,75,6.69,FR,1720084944
471,kidal,18.4411,1.4078,32.47,38,96,6.13,ML,1720084946
472,loango,-4.6719,11.8312,24.81,73,75,4.63,CG,1720084948
473,alofi,-19.0595,-169.9187,25.25,78,55,8.01,NU,1720084949
474,luau,-10.7073,22.2247,26.73,23,27,2.7,AO,1720084951
475,sitangkai,4.6628,119.3928,28.47,73,100,1.55,PH,1720084952
476,karoi,-16.8099,29.6925,24.45,18,3,2.7,ZW,1720084954
477,pokaran,26.9167,71.9167,39.56,35,100,6.76,IN,1720084955
478,jamaame,0.0697,42.745,29.94,50,100,6.26,SO,1720084957
479,revda,56.801,59.9303,30.21,43,36,3.05,RU,1720084958
480,port blair,11.6667,92.75,28.02,83,75,5.14,IN,1720084960
481,laguna,38.421,-121.4238,26.49,54,0,1.54,US,1720084961
482,ndola,-12.9587,28.6366,24.68,29,43,2.73,ZM,1720084963
483,skeldon,5.8833,-57.1333,23.45,96,40,2.03,GY,1720084966
484,chengam,12.3,78.8,36.99,32,74,5.88,IN,1720084967
485,calama,-22.4667,-68.9333,0.27,14,0,10.8,CL,1720084969
486,qamdo,31.1667,97.2333,11.99,69,94,2.08,CN,1720084970
487,bikenibeu village,1.3673,173.1241,27.98,89,40,1.03,KI,1720084972
488,tibanbang,6.6315,126.1055,28.41,75,100,2.55,PH,1720084973
489,leiyang,26.4024,112.8591,34.03,59,6,4.39,CN,1720084975
490,valparaiso,-33.0393,-71.6273,11.19,81,0,0.51,CL,1720084976
491,magnitka,55.3475,59.6961,27.77,47,1,2.81,RU,1720084978
492,javea,38.7833,0.1667,30.31,68,0,2.68,ES,1720084979
493,khandyga,62.6667,135.6,19.35,40,97,4.91,RU,1720084981
494,pont rouge,48.8833,-72.0825,18.16,97,24,2.42,CA,1720084982
495,lospalos,-8.5186,127.0025,21.57,75,40,4.91,TL,1720084984
496,tezu,27.9167,96.1667,24.33,100,100,0.54,IN,1720084987
497,jagdalpur,19.0667,82.0333,24.12,89,100,3.89,IN,1720084988
498,cabedelo,-6.9811,-34.8339,22.37,82,73,4.8,BR,1720084990
499,coronel dorrego,-38.7187,-61.2873,4.66,48,4,8.11,AR,1720084992
500,bayanhongor,46.7167,100.1167,13.99,61,100,0.89,MN,1720084993
501,yamethin,20.4333,96.15,31.24,62,99,6.56,MM,1720084996
502,gokarna,14.55,74.3167,27.34,79,100,2.89,IN,1720084997
503,saint-louis,16.3333,-15.0,27.8,67,53,9.81,SN,1720084999
504,luderitz,-26.6481,15.1594,18.41,43,17,4.5,NA,1720085002
505,el obeid,13.1842,30.2167,34.93,31,24,7.1,SD,1720085003
506,nogliki,51.8333,143.1667,25.08,66,54,5.36,RU,1720085005
507,queenstown,-31.8976,26.8753,10.29,43,4,8.85,ZA,1720085006
508,howrah,22.5892,88.3103,30.0,84,75,2.57,IN,1720085008
509,peniche,39.3558,-9.3811,21.83,91,0,4.45,PT,1720085009
510,bel ombre,-4.6167,55.4167,28.91,70,40,7.2,SC,1720085011
511,taoudenni,22.6783,-3.9836,38.04,29,0,6.87,ML,1720085012
512,san andres,12.5847,-81.7006,25.01,94,40,1.03,CO,1720085014
513,pontianak,-0.0333,109.3333,29.99,84,75,5.14,ID,1720085015
514,manturovo,58.3353,44.7619,29.79,45,9,2.32,RU,1720085017
515,maridi,4.9158,29.4742,30.55,49,99,1.75,SS,1720085018
516,nishinoomote,30.7333,131.0,28.31,94,75,7.2,JP,1720085020
517,dalandzadgad,43.5708,104.425,24.48,31,100,5.11,MN,1720085021
518,papao,-17.75,-149.55,24.82,79,9,10.76,PF,1720085023
519,dwarka,22.2394,68.9678,30.55,76,100,7.49,IN,1720085024
520,isiro,2.7739,27.616,31.23,45,97,0.9,CD,1720085026
521,buala,-8.145,159.5921,27.4,79,100,4.27,SB,1720085027
522,uusikaupunki,60.8004,21.4084,16.7,76,100,6.24,FI,1720085029
523,asau,46.4333,26.4,20.71,85,99,0.56,RO,1720085030
524,plastun,44.7561,136.2939,20.19,80,42,1.23,RU,1720085032
525,tongouson,5.0214,120.1328,28.72,70,59,0.87,PH,1720085033
526,nueva imperial,-38.7333,-72.95,1.36,91,84,0.59,CL,1720085035
527,mukalla,14.5425,49.1242,36.27,49,11,10.12,YE,1720085036
528,opuwo,-18.0607,13.84,24.92,12,2,3.41,NA,1720085038
529,ellsworth,44.5434,-68.4195,15.85,91,0,2.57,US,1720085039
530,ylojarvi,61.5563,23.5961,18.03,69,75,5.14,FI,1720085041
531,kotido,2.9806,34.1331,28.58,39,34,2.39,UG,1720085042
532,acajutla,13.5928,-89.8275,25.07,80,28,3.01,SV,1720085044
533,salaqi,40.5414,110.5108,31.24,20,63,1.48,CN,1720085045
534,senanga,-16.1167,23.2667,27.13,17,0,2.95,ZM,1720085047
535,pea ridge,38.414,-82.3199,24.58,97,100,1.96,US,1720085048
536,kralendijk,12.15,-68.2667,26.99,89,20,4.63,BQ,1720085050
537,colares,38.7992,-9.4469,23.55,77,20,6.26,PT,1720085053
538,arkhangel'sk,64.5401,40.5433,19.06,72,75,4.0,RU,1720085054
539,boda,4.3189,17.4695,30.05,53,83,2.41,CF,1720085058
540,ilhabela,-23.7781,-45.3581,21.36,59,4,2.18,BR,1720085059
541,teplyk,48.6657,29.745,29.7,37,20,3.1,UA,1720085061
542,belyy yar,53.6039,91.3903,26.94,44,0,3.0,RU,1720085062
543,honefoss,60.168,10.2565,13.0,96,100,1.49,NO,1720085064
544,nizhneangarsk,55.7833,109.55,19.13,67,30,3.44,RU,1720085065
545,cozumel,20.5083,-86.9458,27.19,94,0,3.29,MX,1720085067
546,nouadhibou,20.931,-17.0347,21.99,78,1,7.72,MR,1720085068
547,nova sintra,14.8667,-24.7167,25.11,84,45,0.95,CV,1720085070
548,zambezi,-13.5432,23.1047,25.96,20,1,2.93,ZM,1720085071
549,ghadamis,30.1337,9.5007,33.69,20,0,2.91,LY,1720085073
550,tsiombe,-25.3,45.4833,27.24,30,1,5.57,MG,1720085074
551,aripuana,-9.1667,-60.6333,22.85,73,16,0.64,BR,1720085076
552,sampit,-2.5333,112.95,31.32,59,61,0.32,ID,1720085077
553,mangrol,21.1167,70.1167,29.69,80,100,8.43,IN,1720085079
554,kayangel,8.0823,134.7173,28.55,75,100,4.01,PW,1720085080
555,al kharijah,25.4514,30.5464,38.8,8,3,1.67,EG,1720085082
556,filingue,14.3521,3.3168,31.35,48,10,6.6,NE,1720085083
557,noosa heads,-26.3833,153.15,15.74,66,51,10.29,AU,1720085085
558,bonito,-21.1211,-56.4819,18.41,49,0,1.54,BR,1720085086
559,sitka,57.0531,-135.33,12.94,76,100,4.63,US,1720085088
560,matane,48.8286,-67.522,16.43,85,100,5.5,CA,1720085089
561,port clinton,41.512,-82.9377,24.08,90,100,0.0,US,1720084882
562,puqi,29.7167,113.8833,32.08,70,75,6.71,CN,1720085094
563,pandan,14.0453,124.1694,28.78,77,99,4.13,PH,1720085095
